Going Home,Ascolta,Izzy,0,277.10649000000001,712,88.760999999999996
Still In Love,Nocturama,Nick Cave & The Bad Seeds,2003,283.74158999999997,760,116.621
Closed Eyes,It's Nothing Personal,Bury Your Dead,2009,290.63790999999998,530,123.63500000000001
Big Guys Throw Cones,Live_ Love_ Let Go,Our Time Down Here,0,75.49342,269,126.40000000000001
Railroad Boogie,Black Diamond Express To Hell,Pee Wee King,0,154.69668999999999,543,89.200999999999993
Chanson Réaliste,Dans un élan,Acorps de Rue,0,194.79464999999999,776,73.135999999999996
I've Won (Introduction - Speaking),Hallelujah Live,The Nelons,0,91.950569999999999,339,72.001000000000005
Le gardien de musée,En concert au Splendid,Les Blaireaux,2007,297.76934,939,140.173
Sencillamente,Testosterona,Bersuit Vergarabat,2005,307.35628000000003,1193,135.982
Poppin' Them Thangs,Hot Joints 2,G-Unit,2003,242.52036000000001,1120,88.043000000000006
Bury Your Head,Saosin EP,Saosin,2005,212.29669000000001,458,85.028999999999996
American Journey/IV. Arts and Sports,An American Journey,John Williams,0,157.28281000000001,545,138.50800000000001
Shuncata Penda,Pump Up The Bhangra,Pardesi,0,309.26321999999999,1476,106.438
Melodica,Future Chill,Baby Grand,0,294.55628000000002,1305,114.011
Sailing,Top of the Mountains Vol. 5,DJ Ostkurve,0,207.43790999999999,593,137.95099999999999
Hi Ho Silver,A Cowboy's Songbook,Roy Rogers,0,154.53995,476,121.815
Slamka Spasa,Reni 2001,Reni,0,222.14484999999999,867,92.680000000000007
Kanaka 'o Mose,Ke'ala's Mele,Leonard Kwan,0,202.91873000000001,555,83.064999999999998
Between Eunice & Opelousas,La Toussaint,Steve Riley & The Mamou Playboys,1995,182.22975,1173,225.66900000000001
Monarchy Now,Nachtflug,Falco,1992,252.96933999999999,1030,94.777000000000001
When Those Two Towers Fell,Play It For A Long Time,New Roanoke Jug Band,0,178.20688999999999,603,96.212000000000003
Shadow,Reach,Warren Barfield,2006,207.51627999999999,685,117.985
Big Business,Neighborhood Watch,Dilated Peoples,2004,149.91628,734,165.54599999999999
La Sitiera,Tiqui_ Tiqui,Orquesta Broadway,0,226.66404,747,95.242999999999995
I'm Not Done,Live In Lulea,Fever Ray,2009,280.24117999999999,1131,64.811000000000007
Close Up,Close Up,Charles Williams,0,64.051789999999997,119,102.95
Sittin' On Top of the Wolrd,Bob Wills and His Texas Playboys 1932-1947,Bob Wills,0,201.76934,600,95.655000000000001
It Must Be,Something in Your Eyes,David Martin,0,286.43220000000002,696,133.92500000000001
Bo Diddley,The Animals with Sonny Boy Williamson,The Animals_ Sonny Boy Williamson,1973,463.49016,1620,81.111000000000004
The Truth,Speed 002,MN,0,378.06975,1679,136.94999999999999
Teenage Baby (Digitally Remastered),Bobby Sox Blues - EP,T-Bone Walker,0,123.29751,425,162.85499999999999
Ignis,Its Not The Same,Floor,2009,144.92688999999999,478,144.803
So Many Books ... (The Word Album Version),Joy in the Journey,Michael Card,0,163.08199999999999,566,122.40300000000001
What Would You Do,Welcome Home / The Okeh Years,Walter Jackson,2006,156.68199999999999,447,78.453000000000003
Drummer's Circle,Transformation,Megadrums,0,237.24363,1448,118.71299999999999
Kong,Justin In Love With HK Philharmonic Concert Live,Justin,0,275.85261000000003,694,81.379999999999995
Post-Toxic Finger Disorder,Tim Exile's Nuisance Gabbaret Lounge,Tim Exile,2006,80.352199999999996,414,141.83600000000001
Lotus Kiss,Gathering The Tribe,Alex Theory,0,317.88362999999998,1099,100.295
Intro,Double R,Bizzy Bone Presents,2004,50.912199999999999,218,81.900999999999996
Qui Donc A Changé ?,36 Grands Succès,Marcel Mouloudji,0,110.34077000000001,349,77.5
When You're Hot_ You're Hot,Les 100 Plus Grands Titres Country,Jerry Reed,0,138.42240000000001,728,201.95099999999999
Church Hangover,El Mas Chingon,George Lopez,2006,270.68036000000001,1030,101.455
The Ride (Album),House Full Of No Trust,Cinder,2006,218.61832000000001,609,157.90899999999999
No Survivors,Maximum Speed,Speedball,1998,212.21832000000001,837,159.702
I Got Stripes (Live),The Legend,Johnny Cash,2006,112.95302,390,118.041
The Contracting Perception Of Consciousness,Praying Mantis,Rui Da Silva,0,448.62648999999999,2035,123.00700000000001
Her Golden Robe In Silence Veiled,DämmerElbenTragödie,Autumnblaze,1999,286.24934000000002,862,119.428
Two Little Fishes_ Five Loaves Of Bread,Complete / Intégrale Vol. 5 (1953-1957),Sister Rosetta Tharpe,0,156.42077,486,89.995000000000005
The Greed Of Our Stare,Unwant,Hatesex,0,307.87873000000002,958,180.12899999999999
Same Old Song,Original Album Classics,Kris Kristofferson,1974,194.37669,531,74.808999999999997
Rockin' Every Night (Live),Rockin' Every Night (Gary Moore Live In Japan),Gary Moore,2005,198.79138,609,100.081
Walk Away,Christina Aguilera/Stripped,Christina Aguilera,2002,347.84607999999997,1158,152.214
Mais La Vie,Quand L'Humain Danse,Maurane / Lara Fabian,2003,198.86975000000001,558,107.087
Doggin' Around,No-One to Blame,Rita Chiarelli,2004,237.79220000000001,674,90.281999999999996
Dem a Talk,Chiney Flava Riddim,Kiprich,0,208.35220000000001,1097,183.827
Roger Milla (Stadium Mix),Larger Than Life,Pepe Kalle,0,366.13179000000002,1751,140.316
La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),En Joy,Jaime Urrutia,0,233.50811999999999,736,102.16500000000001
Everything's Gone,David Tao,David Tao,0,242.59872999999999,763,151.88200000000001
Forever Consumed Oblivion,A Haunting Curse,Goatwhore,2006,225.64526000000001,708,110.994
McDermott's / Boys of Blue Hill,In Your Ear,Séamus Egan,0,276.16608000000002,1644,201.65100000000001
Irresistible! (Maurel & Fauvrelle LESS Mix),Irresistible!,Superchumbo,0,673.22730000000001,4335,127.992
Red Balloon,Growing A Girl EP,We Show Up On Radar,0,124.47302000000001,274,79.225999999999999
El Arte De Amar,4 Rosas Y Que Dios Reparta Suerte,Gabinete Caligari,1989,304.32607999999999,1113,109.051
Pinini Reggae,Sí o Sí - Diario del Rock Argentino - Sumo,SUMO,1989,215.11790999999999,828,101.742
I Won't Let You Go Till You Bless My Soul (Album Version),Conqueror,The Clark Sisters,0,329.74322000000001,1423,101.988
Rio Grande Waltz,A Year Of Time,Hank Locklin,0,149.2371,335,106.941
Honey I Sugar Pie,Riddim Driven - Adrenaline,Tanto Metro & Devonte,2003,207.33341999999999,998,195.976
Phylyps Trak II/II,Phylyps Trak II,Basic Channel,1994,793.62567000000001,3391,127.923
Stand By Your Man,Country 100,Tammy Wynette,1968,159.60771,496,105.202
Young Blood (2007 Digital Remaster),Saints And Sinners,Whitesnake,0,209.99790999999999,658,145.68899999999999
Get Up & Go,The Early Years_ CD C: 1952-1954,Chet Atkins,0,173.68771000000001,567,98.117000000000004
The Trolley Song (Live Album Version),Eddie Cano at PJ's,Eddie Cano,0,225.17506,854,165.26300000000001
Acension Final Chord Rising,Atlantis Nath,Terry Riley,2002,142.41914,65,128.13499999999999
Slimy Little Troll,Extreme Channel Surfing,Mack and Jamie,0,66.428929999999994,266,186.13
Upon The Shores [Explicit],Shogun,Trivium,2008,321.17505999999997,1159,100.604
De Kommissar 1,Die Letzte Rache (+Bonus),Der Plan,0,26.670570000000001,37,35.898000000000003
Why Do All Girls Think They're Fat (Album),Monkeys For Nothin' And The Chimps For Free,Reel Big Fish,2007,153.67791,494,159.72300000000001
Hero In A Dream,Ensiferum,Ensiferum,1999,218.61832000000001,788,200.06100000000001
Ji Xiang Yan Chu,Not Anymore,Dylan Kuo,0,230.29506000000001,753,100.173
Ice Cream Man,Live Wide Open,Martin Sexton,2001,352.88771000000003,1297,133.39099999999999
Crawling Up A Hill - version 2 - mono_ live,Plays John Mayall (Live At Klooks Kleek),John Mayall & The Bluesbreakers,0,142.602,492,166.238
A Brazilian in New York,Solo in Rio 1959,Luiz Bonfa,0,305.65832,1154,105.813
Mumbo Jumbo (jazz),Soul Express,Chris Standring,2006,257.59302000000002,1003,97.959000000000003
Walk With Me,Eternity,Angélla Christie,0,348.36853000000002,1164,111.465
Epilog,Backseat Travelling,Neviss,2003,53.393830000000001,206,160.40899999999999
Get On Top (Album Version),Californication,Red Hot Chili Peppers,1999,198.05994999999999,850,76.986000000000004
De Bombacha Y Alpargatas,15 Grandes Éxitos,Chango Spasiuk,0,131.57831999999999,604,194.15600000000001
Moon Going Down,Essential Delta Blues,Charley Patton,1930,196.62322,668,107.877
Raising Children,Raising Children/Go Figure,The Race,2006,225.17506,602,118.04300000000001
No seamos tontos,Con el alma entre las manos,Yahir,0,216.81586999999999,630,131.93799999999999
My First Day At School,Have Fun Learning - 14 Sing Along & Learn Along Songs,Brian Dullaghan,0,110.44526,416,92.290000000000006
Do You Ever Think Of Me,Stars Of The Summer Night,Gordon MacRae,0,179.59137999999999,489,77.929000000000002
Everything You Touch Is a Song,Carry me Home - The Power Of Gospel,The Winans,0,319.60771,922,102.328
De Tree Little Pigs,Gift 2,Mario Rosenstock,0,319.63382999999999,1320,79.090000000000003
First Blood,Rambo - First Blood,Jerry Goldsmith,1985,281.28608000000003,603,77.305999999999997
Mary Jane's Last Dance,Greatest Hits,Tom Petty And The Heartbreakers,0,274.20688999999999,785,168.946
Daughter Of Zion,Love Thing,Winston Reedy,1997,235.78076999999999,884,153.738
Ni Gota De Rencor,Donde Estas Corazon,Pablo Montero,0,199.94076999999999,683,100.048
Maria,M'Zee Fulangenge,Papa Wemba,0,278.59546,1167,120.411
Come To Find Out,In Your Arms Again,John Hammond,2005,247.32688999999999,816,90.665999999999997
Sublime Ensoñacion,Asi Bailaba Cuba Vol. Iv,Barbarito Diez,0,157.88363000000001,494,116.949
French Touch,Concerts Inédits: Solo - Duo - Trio,Richard Galliano,1999,201.09016,978,79.530000000000001
56 Days,The Lucky Ones,Pride Tiger,2007,229.22404,719,114.06100000000001
Victim Of Circumstance,Live 1990,Ten Years After,1989,248.78975,889,128.59800000000001
Airheads,Sweetlife,Sweet,0,318.9024,712,84.102999999999994
Bubblegum,Radio Hits 2,Helen Love,1997,145.78892999999999,539,156.07400000000001
Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,Brahms: The Complete Symphonies and Hungarian Dances,Bamberg Symphony Orchestra and Hans Swarowsky,0,151.01342,381,137.21899999999999
Colonel Brown (1999 Digital Remaster),Tomorrow,Tomorrow,0,173.26974999999999,501,138.02799999999999
Heart Half Empty,This Is Ty Herndon:  Greatest Hits,Ty Herndon;Stephanie Bentley,0,295.3922,764,74.165999999999997
You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),Greatest Hits Vol. II,Gary Morris,0,228.59710000000001,581,81.808999999999997
The Flame,Resurrection,Chimaira,2007,323.18648999999999,902,150.11000000000001
My Greatest Desire,Shake A Hand,Faye Adams,1961,144.11709999999999,488,110.32299999999999
Sta giu' (feat. Dj Rockdrive),L'odio del mondo rese l'uomo schiavo dell'amore,Cali,0,222.17097999999999,985,187.71600000000001
Eu vi a maquina voadora,Cabeça elétrica coração acústico,Silvério Pessoa,0,364.48608000000002,1243,95.997
Murderous Style,The Best Of X-Static,X-Static,0,262.79138,1296,98.644999999999996
I Will Always Love You,Karaoke: Country Queen - Singing to the Hits,Deborah Allen,2005,189.57015999999999,390,67.903999999999996
The Truth Forever,The Master Musicians of Jajouka,The Master Musicians of Jajouka featuring Bachir Attar,0,623.72526000000005,2914,131.578
The Tide Is High - Original,John Holt's 21 Miles From You,John Holt,0,170.50076999999999,637,166.05000000000001
Music Reach (1/2/3/4) (Remastered),Experience: Expanded (Remastered),The Prodigy,0,252.52526,1156,215.916
He Put The Hurt On Me,Blue All The Way,Tina Britt,2006,177.94567000000001,721,118.83499999999999
Be Good To Me,Sonny Terry & Brownie McGhee_ Vol. A (1938-1941),Sonny Terry & Brownie McGhee,0,168.64608000000001,595,106.23699999999999
Answer In The Question,The Ever Passing Moment,MxPx,2000,129.88036,415,130.71600000000001
Slip Out The Back (Album Version),The Rising Tied,Fort Minor (Featuring Mr. Hahn),2005,236.66892999999999,1060,90.009
Lonesome Road (1995 Digital Remaster),Ultra-Lounge / Space-Capades  Volume Three,Dean Elliott And His Big Band,0,150.33423999999999,541,120.172
Ye That Tempteth_ Ye That Bequeth,Megalomania,Enslavement Of Beauty,2001,239.90812,670,120.05200000000001
Liquid Frequencies (liquid Soul Mix),extrasensory perception compiled by martin & Liquid Soul,liquid soul & freq,0,402.62484999999998,2303,0.0
Banana Man,Zydeco Champs,C.J. Chenier,1992,189.33506,842,89.670000000000002
El Cara Bonita,Que Todo Mexico Se Entere,Mercedes Castro,0,129.74975000000001,597,129.35400000000001
Chocolate,Signal Fire,Snow Patrol,2003,181.57669000000001,573,117.96599999999999
Anillo de compromiso,Mexico Gran Colección Ranchera - Antonio Bribiesca,Antonio Bribiesca,0,181.91628,488,84.049999999999997
New York (Dave Goodman Demo Version) (Explicit),The Sex Pistols,Sex Pistols,0,186.40933999999999,658,133.81100000000001
For Your Eyes Only,King Jammy's: Selector's Choice Vol. 2,Pinchers,0,195.10812000000001,753,158.10300000000001
Welcome 2 Detroit,The People Vs.,Trick Trick / Eminem,2005,285.49178999999998,1144,91.100999999999999
HISTORY,King Of Pop,Michael Jackson,1995,249.99137999999999,1125,128.702
Motindo Na Yo Te,Originalité,Franco,0,188.47301999999999,925,178.19200000000001
A Costa De Galicia,Carlos Nunez En Concert,Carlos Nuñez,2002,237.87056999999999,826,113.15600000000001
Enero en la playa (Edit),Facto Delafe y las flores azules VS El monstruo de las ramblas,Facto Delafe y las flores azules,2005,158.45831999999999,626,95.036000000000001
Travel Song (Reprise),Dora The Explorer Party Favorites,Dora The Explorer,2008,68.988929999999996,393,123.965
Midnight In Memphis,The Very Best Of J.J. Cale,J.J. Cale,1997,263.94076999999999,1052,111.492
Feelin You,Juke Trax Online Vol. 6,DJ Spinn,0,312.94648999999998,1427,119.98699999999999
This Time I Know,Let Me Put The Head In It - Blues And Soul Mix,Theodis Ealey,0,227.44771,837,99.238
God Will Make A Way,The Good Road,Janet Paschal,0,316.36853000000002,777,119.194
Don't Leave,Stand Up,Everyday Sunday,2002,269.73995000000002,755,103.009
O Hiroteros Ehthros Mou,To Pathos Ine Aformi,Peggy Zina,2009,200.38485,786,96.024000000000001
Spark,Urban Renewal Program,Souls Of Mischief,2002,220.96933999999999,1028,96.287000000000006
He Jiu Bi Hun,De Xin Ying Shou Yan Chang Hui 2006,Hacken Lee,0,188.52526,620,112.081
Destroy Babylon,Live at CBGB 1982,Bad Brains,1983,85.263220000000004,177,86.536000000000001
Follow Your Dreams (The Plan Album Version),The Plan,Raze,0,196.64934,763,108.831
Yippiyo-Ay,Apocalypso,The Presets,2008,271.85586999999998,1354,120.119
Your God Isn't Listening,Steppin' It Up A Notch,Steve Wilson,0,260.38812000000001,795,100.006
Talk About Us,On The 6 / J. Lo (Coffret 2 CD),Jennifer Lopez,1999,275.69587000000001,810,80.978999999999999
Sosa (Explicit),Pieces Of A Man,A.Z.,1998,125.41342,499,180.29599999999999
Señora (bonus track),Vida loca,Francisco Céspedes,1998,204.53832,585,110.666
Der Wind Hat Mir Ein Lied Erzählt (from La Habanera),CinéPassion,Quadro Nuevo,0,221.28281000000001,664,110.551
Gangster Of Love,Glory Bound [Original Recording Remastered],Chris Farlowe,0,242.88607999999999,964,122.298
FRIENDS IN FALL RIVER  (LP Version),18 CANDLES: THE EARLY YEARS,Silverstein,2006,181.81179,590,200.375
Road Warrior's Lament,Broken Freedom Song: Live From San Francisco,Kris Kristofferson,0,259.68281000000002,785,141.50999999999999
Brother,Music Bank,Alice In Chains,1992,267.36281000000002,740,92.012
Ascolta mio dio,Trelokoritso - Oles oi epityxies,The Charms,0,130.82077000000001,528,149.054
Exaltation,Live at Stubb's,Matisyahu,2004,417.67138,1820,181.54900000000001
Punchdrunk,Natural Bridge,Béla Fleck,1982,158.98077000000001,770,140.65899999999999
Morena Boca De Ouro,Jongo Trio,Jongo Trio,0,163.36933999999999,619,184.964
I Love You More Than You'll Ever Know (LP Version),A Donny Hathaway Collection,Donny Hathaway,1990,322.87302,888,72.936999999999998
Rápido Nos Vamos,Matter Of Time,Javier Mendoza Band,0,295.57506000000001,1184,117.116
El Mes Alt,Pastanaga,Sapo,2003,219.74159,791,141.44999999999999
Two Tickets To Paradise,Playlist: The Very Best Of Eddie Money,Eddie Money,1977,189.30893,645,86.902000000000001
Nun singet und seid froh,Stille Nacht,Thomas Battenstein,0,123.11465,282,162.10300000000001
Shake Some Action,Clueless / Original Motion Picture Soundtrack,Cracker,1995,263.86239999999998,814,136.459
Smooth Operator,Diamond Life,Sade,1983,298.89260999999999,1101,119.90300000000001
Red Orange Yellow,No_ Not Me_ Never,Photo Atlas,2007,189.75301999999999,543,168.24799999999999
Biloxi,Travelling Country,Kenny Price,0,129.25342000000001,584,117.07599999999999
Sarah Yellin',The Better Life - Deluxe Edition,3 Doors Down,2002,208.97914,502,128.714
Bullet Frenzy,S.W.A.T.,Elliot Goldenthal,2003,617.82159000000001,1604,148.505
Baby You Got What It Takes - Original,Delroy Wilson Selected Hits,Delroy Wilson,0,191.50322,771,166.68700000000001
Zalozniy,Vosrozdenie,Arkona,0,247.01342,763,106.724
Before The Æons Came,Demigod,Behemoth,2004,178.33751000000001,398,85.111999999999995
Fernando,20 Éxitos Instrumentales De Oro Vol. 2,Andre Popp,0,220.94322,670,103.77
Machine Gun Majesty [Live] (Album Version),The chainheart machine,Soilwork,2000,323.21260999999998,1072,93.234999999999999
Sentimentos Desiguais,Destinos,Cândido,0,232.88118,906,167.95099999999999
Rastafari Prophecy,Livin' It Up + Dub: Limited edition,Horace Andy,0,284.47302000000002,1254,174.28200000000001
Alimony,Original Doberman,Shaggy,1994,232.30649,1286,89.998000000000005
Adeste fideles,Christmas With Ramón Vargas,Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,0,207.04607999999999,589,69.537999999999997
Killing,Echoes,The Rapture,2003,218.22649000000001,1324,120.006
This This (LP Version),Everyday People,Nicole C. Mullen,0,164.8322,761,130.63999999999999
On The Brink,Without A Sound,Dinosaur Jr,1994,194.40280999999999,541,145.22800000000001
Consuelate Como Yo,Llego... Van Van,Los Van Van,0,263.60118,1259,130.691
Half The Fun,Final Straw,Snow Patrol,2004,174.602,434,142.00999999999999
Damit Du Dich in mich verliebst,Wahnsinn,Lara,2009,192.46975,578,81.986000000000004
Drive By Music,Blood Brothers,Outerspace,2006,200.90729999999999,887,181.88900000000001
Que Cosas_ Que Cosas,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),Gloria Lasso,0,160.70484999999999,541,123.04900000000001
Ruby D.,14 Frenzied Shakers,Les Sexareenos,2001,98.899140000000003,365,182.56999999999999
Bounce Back,Juke Trax Online Vol. 6,DJ Spinn,0,240.43056999999999,945,120.23099999999999
Empty Arms,Martin Scorsese Presents The Blues: Stevie Ray Vaughan,Stevie Ray Vaughan And Double Trouble,1996,184.26730000000001,547,98.623000000000005
Hey Joe,Our Music Is Red  - With Purple Flashes,The Creation,1967,250.27873,733,85.453000000000003
Fall Away Into Darkness,Capsules,The Balustrade Ensemble,2007,285.38729999999998,518,116.423
Neon Rainbow,The Letter/Neon Rainbow,The Box Tops,1967,177.39709999999999,547,117.381
Blues,Essential_ The Very Best Of...,Terry Callier,2001,180.50567000000001,705,109.018
Brokÿn Nëedle,This Will Be Laughing Week,Ultimate Fakebook,0,149.55056999999999,405,115.60599999999999
Risen From Within,Rise From Within,Astarte,2000,173.81832,520,161.78200000000001
Humppa,In Humppa We Trust-Live!,Elakelaiset,1996,182.83056999999999,763,166.90600000000001
winning friends,Contact?,Prisma,0,219.66322,966,194.70400000000001
It Has Been A Long Time_ Hasn't It,Old Lions (in the world of snarling sheep),Anubis Spire,0,316.89098000000001,896,161.62100000000001
Glo-Billy-Vee-Vee,African Drums,Beaver Harris,0,193.4624,884,82.570999999999998
You Are God (Broken Album Version),Broken,Darwin Hobbs,2003,352.86158999999998,1036,41.210000000000001
XI GUAN LIANG GE REN,My Secret Lover_ Jerry Yan,Jerry Yan,0,252.18566999999999,808,117.892
Crimson And Clover,The Boat That Rocked,Tommy James & The Shondells,1969,324.70159000000001,1237,167.84100000000001
Outro Duction,Original Album Classics,Marcus Miller,2005,52.009340000000002,240,78.382000000000005
Barrage,Moods,Charles Williams,0,87.875460000000004,262,74.665999999999997
Adios...Borron Y Cuenta Nueva,Discografía Completa Volumen 14,Los Iracundos,0,259.23872999999998,934,92.784999999999997
San Xuan,Étnico Ma Non Troppo,Hevia,2003,261.32853,1128,125.02
A Hard Road,PADLOCK ON THE BLUES,John And The Bluesbreakers Mayall,1967,304.82240000000002,955,94.304000000000002
Oh Oh Oh Baby,Flame In My Heart,Checkers,0,135.70567,449,135.048
Isn't That Just Like God (Low Key Performance Track Without Background Vocals),Isn't That Just Like God (Studio Track),Babbie Mason,0,236.27709999999999,618,141.02199999999999
Laughed At The Judge,Grease Band & Amazing Grease,The Grease Band,0,325.25015999999999,1225,123.89100000000001
Mele Wich Ayee (Shaan Remix),Wham Bam!! Bhangra Remixes,Bally Sagoo,0,373.39382999999998,1889,111.901
Christina Christina Blues,Champion Jack Dupree Of New Orleans,Champion Jack Dupree,0,200.80280999999999,578,95.025999999999996
Faithful and True (Collectors Version),The Brand New Z.Z. Hill,Z.Z. Hill,1971,333.322,952,73.545000000000002
Le Zoo De Vincennes,Les Risques du Métier,Benabar,2003,238.44525999999999,859,88.018000000000001
Pass Through My Will,Master Collection_ Vol. 1,John Michael Talbot,1989,113.78892999999999,304,96.709000000000003
Don't Go Knockin' On My Door,Oops!... I Did It Again,Britney Spears,2000,223.52933999999999,856,111.004
Sacrifice for the Slaughtergod,Beyond the Permafrost,Skeletonwitch,2007,173.37423999999999,663,201.333
La boîte à hein biloute,Sonneries ch'ti By Blingtones,Blingtones,0,9.6648499999999995,9,67.046000000000006
Si No Te Hubieras Ido,Asi Soy,Charlie Cruz,0,288.83546000000001,1503,200.53399999999999
Cold Blood (LP Version),Blow My Fuse,Kix,0,257.22730000000001,742,140.994
Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester),Uganda,Indigenous,0,201.482,996,108.018
I Worship You,Break Through,True Believers,0,281.88688999999999,764,92.881
Lunes Por La Madrugada,El Album,Los Abuelos De La Nada,1984,194.01097999999999,716,139.685
Jimi Baby,Winter Tour '05 - '06,Slightly Stoopid,0,118.49097999999999,432,173.709
Full Of Voices,Live Radio Sessions,Maximilian Hecker,2005,205.79220000000001,647,129.488
More Where That Came From - Original,Leroy Hutson Selected Hits Vol. 2,Leroy Hutson,0,323.99628000000001,1564,183.935
Fool For Your Loving,Whitesnake's Greatest Hits,Whitesnake,1980,250.3571,720,125.783
If I Run,20th Century Masters: The Millennium Collection: Best Of Semisonic,Semisonic,1993,258.92525999999998,747,186.012
Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),Good Vibes - The Very Best of Laid Back,Laid Back,0,196.72771,721,124.53400000000001
Heart Of The City (Soul and R&B),Something To Talk About,Willie Clayton,0,238.39302000000001,865,85.972999999999999
Guardian Angel,Supernova,Novaspace,2002,231.54893000000001,878,185.97
Melodioso,Mosaic,Tom Barabas,0,249.20770999999999,676,121.001
Hel Vete,Nattfödd,Finntroll,2004,255.00689,943,149.94800000000001
Escuchame,La Historia,Carlos Ponce,2003,195.5522,937,196.137
Sending A Message,Traveler,Colin James,2003,233.71709999999999,718,149.31700000000001
Auf Der Mundharmonika,The Essential Marlene Dietrich,Marlene Dietrich,1992,159.34648999999999,464,42.654000000000003
Girls Girls,Burnin up,Pinchers & Ganglords,0,235.17994999999999,1098,159.798
6 6 6,Hey World,Ziggy Marley And The Melody Makers,0,335.90812,1191,145.22200000000001
Something's Missing,Any Given Thursday,John Mayer,0,407.45751000000001,1291,153.05500000000001
Dornröschen war ein schönes Kind - Karaoke,Kinderlieder Vol.2,Frederik,0,164.15302,553,95.991
Wiggle (Soul and R&B),The Little Giant Of Soul,Willie Clayton,0,287.08526000000001,1009,115.938
Maloba pamba,Nouvel ordre,Emeneya,0,552.35873000000004,2170,122.79900000000001
Weight Of The World (Album Version),You Are Here,Dropline,0,226.40280999999999,625,79.677000000000007
Judge Boushay Blues,Furry Lewis,Furry Lewis,1972,221.96199999999999,679,104.46899999999999
Sabotage,Sabotage,Cancer Bats,2010,180.71465000000001,521,86.010000000000005
My Heart Went That-A-Way,Classic Country Vol 1,Roy Rogers,0,182.67383000000001,660,185.24600000000001
The Epi-Pen,Firewall,Alexandre Desplat,2006,239.38567,686,39.451000000000001
Baat Ban Jaye,Qurbani,Biddu,0,195.39546000000001,866,108.751
People of cloud nine,You Are Here,Uman,0,344.26729999999998,1200,99.968000000000004
Away In A Manger,Navidad,Lara & Reyes,2000,92.708119999999994,321,111.727
Mas P**' (America'S Mexican),America's Mexican,George Lopez,2007,238.99383,923,120.492
Shang Zhui Ren,Miriam Xin Chang Jin Pai Jin Qu,Miriam Yeung,0,276.74077,780,114.91500000000001
Loba,Loba,Shakira,2009,222.37995000000001,1063,128.21700000000001
Pacific Coast Remix,Trauma,DJ Quik,0,260.36200000000002,1034,200.07900000000001
Complainin',Aren't Women Wonderful,Sophie Tucker,0,180.66239999999999,589,100.86799999999999
Nordcore,Frauen & Technik,Pyranja,2004,225.33179000000001,1079,178.57400000000001
Big Train,Conway Twitty's Big Train,Conway Twitty,2009,140.7473,599,64.141000000000005
The Prayer - Feat. T.O. & Timberly K. Simmons,Undergrounds Series Vol. 1: Dayz Of Our Livez,Agency 1.9.9.4,0,230.37342000000001,963,95.385999999999996
Rock the Spot,A2G EP,Blackalicious,1999,260.33587,1165,100.694
You Say Keep It Gangsta,Masquerade,Wyclef Jean featuring Butch Cassidy and Sharissa,2002,238.47138000000001,1037,183.58000000000001
Pop A Cap In Yo' Ass,Outspoken Part 1,Ben Watt feat. Estelle,2005,389.19790999999998,2172,125.992
Swing Swang,Icons,Naughty By Nature,2002,245.65505999999999,1123,93.977999999999994
C'est Dimanche,Le Jeu des Balcons Mal Fermés,Aurélien Merle,0,286.85016000000002,918,150.03200000000001
Use Me,Deep 2,Far Too Jones,1997,249.02484999999999,830,127.267
Gib deinem Herzen ein Zeichen (Radio Mix),Gib deinem Herzen ein Zeichen,Jenney,0,205.97506000000001,595,120.117
So. Central Rain (2006 Digital Remaster),And I Feel Fine.....The Best Of The IRS Years 82-87,R.E.M.,0,195.52608000000001,691,146.48400000000001
El Corcovado (The Wood-Quail),Un Fuego De Sangre Pura:  Los Gaiteros de San Jacinto from Colombia,Los Gaiteros de San Jacinto,0,234.52689000000001,1057,171.12299999999999
The Portrait (Live) (Reissue) (Album Version),In Concert 1987 - Abigail,King Diamond,0,286.56281000000001,762,240.761
Destination Eschaton (Hardfloor Vocal Mix),Hystericool: The Best of the Alternate Mixes,Shamen,2002,443.03627999999998,2200,86.561000000000007
In De Dance Again,Bust Out,Mighty Diamonds,0,208.87465,990,162.73599999999999
Aquel Mundo De Amor,Donde Estas Corazon,Pablo Montero,0,163.29097999999999,606,146.654
Living Underground,The Greatest Hits - Vol. 1,Atomic Rooster,2005,220.39465000000001,681,146.708
Chinoiserie,Live In Swing City- Swingin' With Duke,Lincoln Center Jazz Orchestra,0,304.84852999999998,1052,90.305999999999997
Perfect Tree,16 Great Christmas Classics Volume 3,Ray Boltz & Steve Millikan,0,245.62893,661,133.31800000000001
Careful In Career,Sons And Fascination/Sister Feelings Call,Simple Minds,1981,308.94974999999999,1117,139.40199999999999
I'm in Korea,If You Love Me,J. B. Lenoir,1954,190.64117999999999,543,98.018000000000001
